"","X","Year","Player","Age","G","GS","MP","PER","TS.","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Improvement","NextSeasonChange","PG","SG","SF","C","LAL","PHO","TOT","DAL","IND","HOU","CHI","ORL","POR","PHI","NJN","UTA","DET","BOS","ATL","GSW","NYK","DEN","MIN","CHA","LAC","SDC","SEA","NOH","NOP","BRK","CLE","CHH","MIA","MIL","SAS","TOR","WAS","OKC","SAC","MEM","WSB","KCK","VAN","NOK"
"13820",13819,1998,"Bryon Russell",27,82,7,27.1,12.9,0.57,0.53,0.047,0.13,0.091,0.07,0.022,0.01,0.111,0.152,3.8,2.2,6,0.13,1.7,0.4,2.1,2.3,2.8,6.4,0.43,0.9,2.6,0.341,1.9,3.8,0.492,0.5,2.6,3.4,0.766,1,3,4,1.2,1.1,0.4,1,2.8,9,-0.166666666666667,0.377777777777778,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14364",14363,1999,"Bryon Russell",28,50,50,35.4,14.1,0.572,0.365,0.048,0.129,0.092,0.073,0.024,0.006,0.123,0.167,2.9,2.7,5.6,0.151,1.7,1.5,3.2,2.3,4.3,9.4,0.464,1,2.9,0.354,3.3,6.4,0.514,0.519,2.7,3.4,0.795,1.3,4,5.3,1.5,1.5,0.3,1.5,3.1,12.4,0.377777777777778,0.137096774193548,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14871",14870,2000,"Bryon Russell",29,82,70,35.4,15.1,0.55,0.346,0.043,0.135,0.09,0.089,0.024,0.006,0.088,0.184,5.1,3.7,8.8,0.146,2.2,1.1,3.3,3.9,5,11.1,0.446,1.3,3.3,0.396,3.7,7.9,0.467,0.504,2.9,3.9,0.75,1.2,4,5.2,1.9,1.6,0.3,1.2,3.1,14.1,0.137096774193548,-0.148936170212766,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15405",15404,2001,"Bryon Russell",30,78,46,31.7,14.1,0.565,0.407,0.048,0.116,0.083,0.104,0.021,0.007,0.12,0.175,4.5,2.3,6.8,0.133,2.4,0.4,2.8,3,3.9,9,0.44,1.2,2.9,0.413,2.7,6,0.453,0.508,2.8,3.7,0.779,1.2,3,4.2,2.1,1.2,0.3,1.4,2.9,12,-0.148936170212766,-0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15914",15913,2002,"Bryon Russell",31,66,40,30.3,9.8,0.493,0.24,0.047,0.131,0.089,0.111,0.017,0.008,0.146,0.171,0.7,1.6,2.3,0.055,-0.6,-0.3,-0.9,0.5,3.4,8.8,0.38,1.2,3.4,0.341,2.2,5.4,0.405,0.446,1.7,2.1,0.821,1.2,3.3,4.5,2.1,1,0.3,1.7,3.1,9.6,-0.2,-0.53125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16385",16384,2003,"Bryon Russell",32,70,23,19.8,9.1,0.468,0.225,0.037,0.141,0.089,0.082,0.027,0.004,0.141,0.133,0,1.6,1.5,0.052,-1.8,0.6,-1.2,0.3,1.5,4.4,0.353,0.7,2,0.329,0.9,2.4,0.373,0.428,0.8,1,0.768,0.6,2.4,3,1,1,0.1,0.8,1.9,4.5,-0.53125,-0.111111111111111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"16949",16948,2004,"Bryon Russell",33,72,1,13.1,11.6,0.53,0.266,0.038,0.139,0.087,0.114,0.018,0.009,0.12,0.147,1.1,1.1,2.2,0.111,-0.3,-0.1,-0.4,0.4,1.4,3.4,0.402,0.6,1.6,0.384,0.8,1.8,0.417,0.49,0.7,0.9,0.769,0.4,1.6,2,1,0.4,0.2,0.5,1.5,4,-0.111111111111111,0.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8855",8854,1988,"Buck Johnson",24,70,2,12.6,13.9,0.559,0.305,0.092,0.107,0.1,0.079,0.016,0.017,0.138,0.179,1.1,1.1,2.1,0.116,-0.6,0.2,-0.3,0.4,2.2,4.3,0.52,0,0.1,0.125,2.2,4.1,0.531,0.522,1,1.3,0.736,1.1,1.3,2.4,0.7,0.4,0.4,0.8,1.8,5.4,0.421052631578948,0.777777777777778,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9279",9278,1989,"Buck Johnson",25,67,51,27.6,11.4,0.559,0.26,0.067,0.1,0.084,0.095,0.016,0.011,0.161,0.149,1.5,2.1,3.6,0.094,-0.7,1.2,0.5,1.1,4,7.7,0.524,0,0.1,0.111,4,7.6,0.532,0.525,1.5,2,0.754,1.7,2.6,4.3,1.9,1,0.5,1.6,3.2,9.6,0.777777777777778,0.541666666666667,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9731",9730,1990,"Buck Johnson",26,82,82,34.5,12.9,0.534,0.265,0.043,0.098,0.071,0.127,0.017,0.013,0.128,0.187,2.2,3.9,6.2,0.104,-0.8,1.3,0.5,1.8,6.1,12.4,0.495,0,0.2,0.118,6.1,12.2,0.501,0.496,2.5,3.3,0.759,1.4,3.3,4.6,3.1,1.3,0.8,2,3.9,14.8,0.541666666666667,-0.0810810810810811,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10204",10203,1991,"Buck Johnson",27,73,70,31.2,12.9,0.512,0.247,0.051,0.103,0.077,0.092,0.017,0.012,0.112,0.197,1.6,3,4.6,0.097,-1.5,1,-0.5,0.9,5.7,12,0.477,0,0.2,0.133,5.7,11.8,0.483,0.478,2.2,3,0.727,1.5,3,4.5,1.9,1.1,0.6,1.7,3.3,13.6,-0.0810810810810811,-0.367647058823529,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10661",10660,1992,"Buck Johnson",28,80,69,27.5,10,0.492,0.226,0.049,0.107,0.079,0.104,0.017,0.013,0.13,0.158,0.3,2,2.3,0.05,-2.6,0.8,-1.8,0.1,3.6,7.9,0.458,0,0.1,0.111,3.6,7.8,0.463,0.459,1.3,1.8,0.727,1.2,2.7,3.9,2,0.9,0.6,1.3,2.9,8.6,-0.367647058823529,-0.244186046511628,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7197",7196,1983,"Buck Williams",22,82,82,36.1,18.6,0.611,0.573,0.141,0.25,0.196,0.059,0.014,0.022,0.177,0.184,5.5,5.9,11.4,0.185,1.4,1.9,3.3,3.9,6.5,11.1,0.588,0,0,0,6.5,11.1,0.59,0.588,4,6.4,0.62,4.5,8.1,12.5,1.5,1.1,1.3,3,3.3,17,0.096774193548387,-0.0764705882352942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7542",7541,1984,"Buck Williams",23,81,81,37.1,15.8,0.556,0.538,0.133,0.249,0.19,0.058,0.013,0.024,0.171,0.183,2.4,4.9,7.3,0.117,-0.3,2,1.7,2.8,6.1,11.4,0.535,0,0,0,6.1,11.4,0.537,0.535,3.5,6.1,0.57,4.4,8,12.3,1.6,1,1.5,2.9,3.7,15.7,-0.0764705882352942,0.159235668789809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7901",7900,1985,"Buck Williams",24,82,82,38.8,16.7,0.562,0.494,0.11,0.248,0.177,0.071,0.009,0.02,0.152,0.198,3.7,4,7.7,0.116,0,0.8,0.8,2.3,7,13.3,0.53,0,0,0.25,7,13.2,0.531,0.53,4.1,6.6,0.625,3.9,8.3,12.3,2,0.8,1.3,2.9,3.6,18.2,0.159235668789809,-0.126373626373626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8279",8278,1986,"Buck Williams",25,82,82,37.4,15.1,0.565,0.465,0.12,0.241,0.18,0.058,0.011,0.018,0.175,0.181,2.8,4,6.8,0.106,-0.4,1.2,0.8,2.2,6.1,11.7,0.523,0,0,0,6.1,11.6,0.524,0.523,3.7,5.4,0.676,4,8,12,1.6,0.9,1.2,3,3.6,15.9,-0.126373626373626,0.132075471698113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8656",8655,1987,"Buck Williams",26,82,82,36.3,17.6,0.616,0.628,0.122,0.264,0.193,0.064,0.012,0.018,0.19,0.2,4.3,3.6,7.9,0.127,0.7,0.9,1.6,2.7,6.4,11.4,0.557,0,0,0,6.4,11.4,0.557,0.557,5.2,7.2,0.731,3.9,8.5,12.5,1.6,1,1.1,3.4,3.8,18,0.132075471698113,0.0166666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9084",9083,1988,"Buck Williams",27,70,70,37.7,18.2,0.603,0.623,0.126,0.244,0.183,0.065,0.013,0.01,0.151,0.2,4.8,2.8,7.6,0.138,1.1,0.1,1.3,2.2,6.7,11.9,0.56,0,0,1,6.6,11.9,0.56,0.561,4.9,7.4,0.668,4.3,7.7,11.9,1.6,1,0.6,2.7,3.8,18.3,0.0166666666666666,-0.289617486338798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9526",9525,1989,"Buck Williams",28,74,72,33.1,14.6,0.569,0.456,0.11,0.21,0.158,0.046,0.012,0.009,0.144,0.165,3,2.1,5.2,0.101,-0.5,0.2,-0.4,1,5,9.5,0.531,0,0,0,5,9.4,0.534,0.531,2.9,4.3,0.666,3.4,6,9.4,1.1,0.8,0.5,1.9,3,13,-0.289617486338798,0.0461538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11329",11328,1993,"Buck Williams",32,82,82,30.5,11.9,0.545,0.405,0.099,0.207,0.151,0.041,0.016,0.015,0.14,0.119,2.3,3.8,6.1,0.117,-1.8,2,0.3,1.4,3.3,6.4,0.511,0,0,0,3.3,6.4,0.512,0.511,1.7,2.6,0.645,2.8,5.6,8.4,0.9,1,0.7,1.2,3.3,8.3,-0.265486725663717,0.168674698795181,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11814",11813,1994,"Buck Williams",33,81,81,32.5,14,0.598,0.565,0.125,0.228,0.174,0.041,0.011,0.011,0.145,0.118,4.7,3.2,7.9,0.143,0,1,1,2,3.6,6.5,0.555,0,0,0,3.6,6.5,0.556,0.555,2.5,3.7,0.679,3.9,6.5,10.4,1,0.7,0.6,1.4,3,9.7,0.168674698795181,-0.0515463917525774,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12270",12269,1995,"Buck Williams",34,82,82,29.5,13.6,0.545,0.339,0.112,0.204,0.156,0.047,0.014,0.021,0.146,0.142,2.5,3.6,6.1,0.121,-1.3,1.8,0.6,1.6,3.8,7.4,0.512,0,0,0.5,3.8,7.3,0.512,0.512,1.7,2.5,0.673,3.1,5.1,8.2,1,0.8,0.8,1.5,3.1,9.2,-0.0515463917525774,-0.206521739130435,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12802",12801,1996,"Buck Williams",35,70,10,23.9,12.3,0.548,0.487,0.109,0.166,0.138,0.038,0.012,0.021,0.162,0.146,1.4,2.6,3.9,0.113,-2.2,1.5,-0.7,0.5,2.7,5.5,0.5,0,0,0.667,2.7,5.4,0.499,0.503,1.8,2.7,0.668,2.3,3.5,5.8,0.6,0.6,0.7,1.3,2.7,7.3,-0.206521739130435,-0.136986301369863,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6870",6869,1983,"Butch Carter",24,81,28,21.2,14.9,0.549,0.218,0.037,0.058,0.047,0.155,0.021,0.004,0.132,0.204,2.6,0.5,3,0.085,0.8,-2.4,-1.6,0.2,4.4,8.7,0.501,0.2,0.6,0.333,4.2,8.1,0.515,0.513,1.5,1.9,0.805,0.8,1.1,1.9,2.4,1,0.2,1.5,2.6,10.5,0.779661016949152,0.276190476190476,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7251",7250,1984,"Butch Carter",25,73,54,28,13.5,0.52,0.206,0.038,0.045,0.041,0.15,0.029,0.004,0.13,0.218,0.4,2.2,2.6,0.061,-0.6,-0.5,-1.2,0.4,5.7,11.8,0.479,0.2,0.6,0.326,5.5,11.2,0.488,0.488,1.9,2.4,0.764,1,1.1,2.1,2.8,1.8,0.2,1.9,2.9,13.4,0.276190476190476,-0.41044776119403,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22059",22058,2013,"Byron Mullens",23,53,41,26.9,12.3,0.465,0.176,0.055,0.22,0.135,0.101,0.012,0.018,0.109,0.217,-0.6,0.7,0.1,0.005,-1.9,-1.7,-3.6,-0.6,4.1,10.6,0.385,1.2,3.9,0.317,2.8,6.7,0.425,0.444,1.2,1.9,0.646,1.3,5,6.4,1.5,0.6,0.6,1.4,2.1,10.6,0.139784946236559,-0.60377358490566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7829",7828,1985,"Byron Scott",23,81,65,28.5,16.8,0.587,0.227,0.031,0.069,0.052,0.138,0.02,0.004,0.111,0.218,4.8,2.1,6.9,0.143,1.9,-1,0.9,1.7,6.7,12.4,0.539,0.3,0.7,0.433,6.4,11.6,0.546,0.552,2.3,2.8,0.82,0.7,1.9,2.6,3,1.2,0.2,1.7,2.4,16,0.509433962264151,-0.0375,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8204",8203,1986,"Byron Scott",24,76,62,28.8,15,0.55,0.178,0.03,0.066,0.049,0.102,0.018,0.004,0.094,0.217,3.2,2,5.2,0.113,0.8,-1,-0.2,1,6.7,13,0.513,0.3,0.8,0.361,6.4,12.2,0.523,0.524,1.8,2.3,0.784,0.7,1.8,2.5,2.2,1.1,0.2,1.4,2.2,15.4,-0.0375,0.103896103896104,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8585",8584,1987,"Byron Scott",25,82,82,33.3,16,0.561,0.221,0.028,0.085,0.058,0.138,0.022,0.004,0.104,0.206,4.8,2.9,7.7,0.136,1.5,-0.3,1.1,2.2,6.8,13.8,0.489,0.8,1.8,0.436,6,12,0.496,0.517,2.7,3.1,0.892,0.8,2.7,3.5,3.4,1.5,0.2,1.8,2,17,0.103896103896104,0.276470588235294,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8997",8996,1988,"Byron Scott",26,81,81,37.6,19.2,0.59,0.235,0.03,0.091,0.062,0.164,0.025,0.005,0.098,0.226,7.4,3.3,10.7,0.168,3.6,0,3.7,4.4,8.8,16.6,0.527,0.8,2.2,0.346,8,14.4,0.554,0.55,3.4,3.9,0.858,0.9,3.2,4.1,4.1,1.9,0.3,2,2.5,21.7,0.276470588235294,-0.096774193548387,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9438",9437,1989,"Byron Scott",27,74,73,35.2,16.6,0.558,0.189,0.033,0.092,0.065,0.131,0.021,0.006,0.108,0.231,4.1,2.6,6.8,0.125,1.8,-0.5,1.3,2.2,7.9,16.2,0.491,1,2.6,0.399,6.9,13.6,0.508,0.523,2.6,3.1,0.863,1,3.1,4.1,3.1,1.5,0.4,2.1,2.4,19.6,-0.096774193548387,-0.209183673469388,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9898",9897,1990,"Byron Scott",28,77,77,33.7,14.3,0.546,0.208,0.023,0.081,0.053,0.155,0.015,0.007,0.1,0.201,3.8,2.2,6,0.111,1.4,-0.8,0.7,1.7,6.1,13.1,0.47,1.2,2.9,0.423,4.9,10.2,0.483,0.516,2.1,2.7,0.766,0.7,2.5,3.1,3.6,1,0.4,1.6,2.3,15.5,-0.209183673469388,-0.0645161290322581,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10353",10352,1991,"Byron Scott",29,82,82,32.1,14.2,0.534,0.141,0.025,0.081,0.054,0.103,0.018,0.005,0.071,0.199,3.6,2.9,6.6,0.12,0.9,-0.1,0.9,1.9,6.1,12.8,0.477,0.9,2.7,0.324,5.2,10.1,0.517,0.51,1.4,1.8,0.797,0.7,2.3,3,2.2,1.2,0.3,1,1.8,14.5,-0.0645161290322581,0.0275862068965518,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10819",10818,1992,"Byron Scott",30,82,82,32.7,15.5,0.537,0.29,0.031,0.102,0.066,0.134,0.02,0.006,0.095,0.204,3.9,2.1,6,0.107,1.1,-0.6,0.5,1.7,5.6,12.3,0.458,0.7,1.9,0.344,5,10.3,0.479,0.485,3,3.5,0.838,0.9,2.9,3.8,2.8,1.3,0.3,1.5,1.7,14.9,0.0275862068965518,-0.080536912751678,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11262",11261,1993,"Byron Scott",31,58,53,28.9,14.4,0.535,0.279,0.018,0.073,0.046,0.142,0.016,0.005,0.086,0.207,2.4,0.9,3.3,0.094,0.6,-1.9,-1.3,0.3,5.1,11.4,0.449,0.8,2.3,0.326,4.3,9,0.481,0.483,2.7,3.2,0.848,0.5,1.8,2.3,2.7,0.9,0.2,1.2,1.7,13.7,-0.080536912751678,-0.240875912408759,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11751",11750,1994,"Byron Scott",32,67,2,17.9,17.6,0.549,0.356,0.019,0.085,0.053,0.189,0.027,0.005,0.14,0.27,1.7,1.4,3.1,0.123,0.7,-1.4,-0.7,0.4,3.8,8.2,0.467,0.4,1.1,0.365,3.4,7.1,0.483,0.492,2.3,2.9,0.805,0.3,1.4,1.6,2,0.9,0.1,1.5,1.2,10.4,-0.240875912408759,-0.0384615384615385,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12201",12200,1995,"Byron Scott",33,80,1,19.1,15.8,0.587,0.389,0.015,0.103,0.06,0.122,0.021,0.007,0.148,0.24,2.1,1.9,3.9,0.124,0.9,-1,-0.1,0.7,3.3,7.3,0.455,1,2.5,0.389,2.3,4.8,0.489,0.522,2.4,2.8,0.85,0.2,1.7,1.9,1.4,0.8,0.2,1.5,1.5,10,-0.0384615384615385,0.02,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12723",12722,1996,"Byron Scott",34,80,0,23.7,13,0.523,0.359,0.024,0.098,0.059,0.117,0.018,0.009,0.113,0.213,1,1.3,2.3,0.059,-1.2,-1.3,-2.5,-0.2,3.4,8.4,0.401,0.9,2.8,0.335,2.5,5.7,0.433,0.456,2.5,3,0.835,0.5,1.9,2.4,1.5,0.8,0.3,1.2,1.6,10.2,0.02,-0.343137254901961,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"23870",23869,2016,"C.J. McCollum",24,80,80,34.8,17.7,0.544,0.158,0.018,0.083,0.05,0.216,0.017,0.006,0.114,0.271,4.4,1.7,6,0.104,2.5,-2,0.4,1.7,8,17.9,0.448,2.5,5.9,0.417,5.5,12,0.463,0.517,2.3,2.8,0.827,0.6,2.6,3.2,4.3,1.2,0.3,2.5,2.3,20.8,2.05882352941176,0.105769230769231,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19696",19695,2009,"C.J. Miles",21,72,72,22.5,11.8,0.546,0.158,0.033,0.09,0.061,0.104,0.015,0.007,0.096,0.184,1.6,1.3,2.9,0.086,0.1,-1.1,-0.9,0.4,3.6,7.8,0.459,0.9,2.5,0.352,2.7,5.3,0.509,0.515,1.1,1.2,0.876,0.6,1.7,2.3,1.5,0.6,0.2,0.9,2.6,9.1,0.82,0.087912087912088,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20301",20300,2010,"C.J. Miles",22,63,28,23.8,10.8,0.515,0.169,0.034,0.097,0.066,0.107,0.02,0.009,0.118,0.205,0.2,1.7,1.9,0.061,-0.6,-0.6,-1.1,0.3,3.8,8.9,0.429,1.2,3.4,0.341,2.7,5.5,0.484,0.495,1,1.5,0.695,0.7,2,2.7,1.7,0.9,0.3,1.3,3,9.9,0.087912087912088,0.292929292929293,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20897",20896,2011,"C.J. Miles",23,78,19,25.2,14.4,0.507,0.218,0.033,0.124,0.078,0.117,0.02,0.016,0.086,0.251,1.2,1.3,2.5,0.061,0.4,-2.1,-1.6,0.2,4.7,11.5,0.407,1.4,4.3,0.322,3.3,7.2,0.459,0.468,2,2.5,0.811,0.7,2.6,3.3,1.7,0.9,0.5,1.2,2.8,12.8,0.292929292929293,-0.2890625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21479",21478,2012,"C.J. Miles",24,56,14,20.4,12.4,0.484,0.292,0.027,0.09,0.058,0.096,0.021,0.013,0.092,0.227,0.7,0.8,1.5,0.063,-0.2,-1.5,-1.7,0.1,3.2,8.3,0.381,0.8,2.7,0.307,2.3,5.6,0.416,0.43,1.9,2.4,0.794,0.5,1.6,2.1,1.2,0.8,0.3,0.9,2.2,9.1,-0.2890625,0.230769230769231,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22037",22036,2013,"C.J. Miles",25,65,13,21,15.3,0.551,0.174,0.019,0.134,0.074,0.081,0.019,0.01,0.095,0.239,1.8,0.8,2.6,0.092,1.7,-2.8,-1.1,0.3,3.9,9.4,0.415,1.9,5,0.384,2,4.4,0.451,0.518,1.4,1.6,0.869,0.4,2.3,2.7,1,0.8,0.3,1.1,2.1,11.2,0.230769230769231,-0.116071428571428,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"22637",22636,2014,"C.J. Miles",26,51,34,19.3,16,0.569,0.183,0.02,0.099,0.059,0.091,0.024,0.013,0.091,0.22,1.5,0.9,2.5,0.122,2,-1.2,0.7,0.7,3.5,8,0.435,1.6,4.1,0.393,1.9,3.9,0.48,0.537,1.3,1.5,0.853,0.4,1.7,2,1,0.9,0.3,0.9,2,9.9,-0.116071428571428,0.363636363636364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"23254",23253,2015,"C.J. Miles",27,70,40,26.3,14.1,0.525,0.195,0.011,0.117,0.064,0.071,0.017,0.011,0.075,0.239,1.3,2.3,3.6,0.093,1,-1.3,-0.3,0.8,4.7,11.8,0.398,2.2,6.4,0.345,2.5,5.4,0.459,0.491,1.9,2.3,0.807,0.3,2.8,3.1,1.1,0.9,0.4,1,1.9,13.5,0.363636363636364,-0.125925925925926,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
